
Results from query to  NASA/IPAC Extragalactic Database (NED),
which is operated by the Jet Propulsion Laboratory, California Institute of
Technology, under contract with the National Aeronautics and Space Administration.
This work was (partially) supported by the US National Virtual Observatory
development project, which is funded by the National Science Foundation
under cooperative agreement AST0122449 with The Johns Hopkins University.


queryDateTime:2016-09-02T17:47:59PDT



Main Information Table for Searching NED within 500.000 arcmin of 194.950000, 27.980000



Equinox:J2000.0



CoordSystem:Equatorial

No.	Object Name	RA(deg)	DEC(deg)	Type	Velocity	Redshift	Redshift Flag	Magnitude and Filter	Distance (arcmin)	References	Notes	Photometry Points	Positions	Redshift Points	Diameter Points	Associations
2844	NGC 5098 NED02	200.06137 	  33.14340 	G	 10863	 0.036235 	    	14.8g	406.949	46	1	33	6	7	10	1
2845	FGC 1598	199.90883 	  33.25497 	G	 11273	 0.037603 	    	16.6g	406.973	15	0	15	5	6	2	0
2846	RCS 05110501440	202.22546 	  30.36329 	G	 11392	 0.038000 	PHOT	23.8R	406.994	1	0	0	0	1	0	0
2847	SDSS J132019.02+330803.8	200.07926 	  33.13440 	G	 10725	 0.035775 	    	18.9g	407.146	2	0	15	1	0	4	1
2848	RCS 05100303519	202.06348 	  30.74451 	G	  4797	 0.016000 	PHOT	23.7R	407.169	1	0	0	0	1	0	0
2849	NGC 5098	200.06750 	  33.14417 	GPair	 11360	 0.037893 	    	15.0 	407.188	41	5	6	5	0	0	1
2850	MCG +06-29-015	195.36378 	  34.75733 	G	 11734	 0.039140 	    	15.7g	407.191	16	0	50	4	4	12	0
2851	RCS 05100302308	202.04337 	  30.78897 	G	  6296	 0.021000 	PHOT	23.5R	407.230	1	0	0	0	1	0	0
2852	NGC 5098 NED01	200.07396 	  33.14475 	G	 11223	 0.037436 	    	15.5 	407.431	27	1	13	3	5	6	0
2853	SDSS J132008.10+331037.8	200.03380 	  33.17719 	G	 10999	 0.036689 	    	18.3g	407.545	5	0	35	2	1	8	0
2854	2MASX J13203327+3305588	200.13868 	  33.09959 	G	 11714	 0.039074 	    	17.1 	407.605	5	0	30	2	0	6	0
2855	IC 3407	187.26608 	  27.77886 	G	  6996	 0.023336 	    	14.5g	407.636	57	0	34	9	10	7	0
2856	2MASX J13202356+3308079	200.09814 	  33.13550 	G	 11205	 0.037376 	    	16.3 	407.830	11	0	26	3	5	6	0
2857	SDSS J130001.33+344637.9	195.00558 	  34.77722 	G	 10320	 0.034423 	    	17.4g	407.843	5	0	22	2	2	4	0
2858	SDSS J124124.42+223540.0	190.35170 	  22.59451 	G	 11445	 0.038176 	    	18.26	408.118	6	0	6	2	0	0	0
2859	KUG 1309+345B	198.02196 	  34.25643 	G	  5037	 0.016800 	    	16.4g	408.243	14	0	30	3	3	6	0
2860	KUG 1314+339	199.24618 	  33.69999 	G	  6296	 0.021000 	    	16.8g	408.264	9	0	21	3	3	4	0
2861	2MASX J13213179+3255111	200.38252 	  32.91974 	G	 11468	 0.038253 	    	15.7 	408.272	10	0	30	2	2	6	0
2862	SDSS J132031.67+330714.1	200.13196 	  33.12059 	G	 11008	 0.036719 	    	19.0g	408.308	1	0	15	1	0	4	0
2863	SDSS J132935.10+262435.8	202.39629 	  26.40995 	G	  7398	 0.024678 	    	15.6g	408.323	4	0	15	1	0	4	0
2864	RCS 05100405241	202.11760 	  30.68040 	G	  2099	 0.007000 	PHOT	23.9R	408.323	1	0	0	0	1	0	0
2865	UGC 08482	202.39629 	  26.40994 	G	  7407	 0.024707 	    	15.7g	408.324	10	0	0	0	5	1	1
2866	SDSS J132930.18+300114.6	202.37577 	  30.02073 	G	  8994	 0.030000 	PHOT	20.2g	408.367	1	0	15	1	1	4	0
2867	CGCG 161-066	202.40125 	  26.41667 	GPair	  7281	 0.024287 	    	15.7 	408.477	18	1	8	3	2	0	1
2868	IC 3406	187.26095 	  27.64052 	G	  7004	 0.023363 	    	15.4g	408.497	28	0	33	4	5	8	0
2869	SDSS J132532.34+315333.1	201.38478 	  31.89255 	G	 11362	 0.037899 	    	17.6g	408.575	6	0	39	3	3	8	0
2870	2MASX J13210557+3301023	200.27313 	  33.01740 	G	 10307	 0.034382 	    	16.6g	408.621	8	0	50	3	2	10	0
2871	SDSS J132023.03+330917.5	200.09598 	  33.15486 	G	 11001	 0.036695 	    	19.0g	408.621	1	0	15	1	0	4	0
2872	UGC 08482 NOTES01	202.40642 	  26.42223 	G	  7306	 0.024370 	    	16.7g	408.659	10	0	11	2	3	4	0
2873	2MASX J13202778+3308279	200.11595 	  33.14094 	G	 10735	 0.035808 	    	17.8 	408.672	6	0	26	2	0	6	0
2874	2MASX J13204138+3306017	200.17245 	  33.10038 	G	 10840	 0.036158 	    	15.6g	408.788	16	0	29	3	6	6	0
2875	KUG 1320+237A	200.60258 	  23.45114 	G	 11186	 0.037312 	    	15.5:	408.792	14	0	10	2	2	2	0
2876	SDSS J131505.92+335721.4	198.77467 	  33.95597 	G	 10936	 0.036479 	    	17.2g	408.907	6	0	6	2	3	0	0
2877	2MASX J13243438+3211455	201.14323 	  32.19600 	G	  7215	 0.024067 	    	16.9g	408.959	6	0	50	3	2	10	0
2878	SDSS J131944.94+331652.0	199.93728 	  33.28115 	G	 10847	 0.036182 	    	17.9g	409.094	3	0	19	1	3	4	1
2879	KUG 1318+334	200.12590 	  33.14523 	G	  5451	 0.018182 	    	16.0g	409.198	13	0	30	3	4	6	0
2880	RCS 05110503618	202.30145 	  30.28221 	G	  5996	 0.020000 	PHOT	23.7R	409.200	1	0	0	0	1	0	0
2881	SDSS J131207.51+341613.7	198.03133 	  34.27049 	G	  5301	 0.017681 	    	17.7g	409.202	4	0	15	1	0	4	2
2882	SDSS J131207.52+341613.8	198.03133 	  34.27050 	G	  5301	 0.017683 	    	17.8g	409.203	1	0	4	1	3	0	3
2883	2MASX J13194905+2252010	199.95445 	  22.86700 	G	  6859	 0.022879 	    	16.45	409.349	10	0	30	3	1	6	0
2884	RCS 05010602102	202.38040 	  30.06903 	G	  2698	 0.009000 	PHOT	23.2R	409.388	1	0	0	0	1	0	0
2885	RCS 05100405377	202.14332 	  30.67529 	G	  6895	 0.023000 	PHOT	23.9R	409.445	1	0	0	0	1	0	0
2886	LSBC F574-02	191.68125 	  21.83111 	G	  6320	 0.021081 	    	18.77	409.516	19	0	2	0	0	0	3
2887	IC 3656	190.30805 	  22.59498 	G	  8622	 0.028759 	    	16.6g	409.546	11	0	31	3	0	6	1
2888	KUG 1309+345A	197.88300 	  34.32933 	G	  6250	 0.020848 	    	16.6g	409.586	9	0	15	3	2	2	0
2889	SDSS J132705.04+312222.8	201.77100 	  31.37300 	G	  4795	 0.015994 	    	17.9g	409.600	5	0	22	2	2	4	0
2890	SDSS J123709.56+324518.0	189.28987 	  32.75500 	G	 11514	 0.038408 	    	17.8g	409.659	5	0	30	4	2	4	0
2891	SDSS J132014.69+331217.6	200.06122 	  33.20491 	G	 10594	 0.035338 	    	18.0g	409.704	6	0	37	3	1	8	1
2892	2MASX J13202389+3310369	200.09956 	  33.17681 	G	 10363	 0.034567 	    	16.2g	409.722	14	0	50	4	4	10	0
2893	2MASX J12323039+3122301	188.12673 	  31.37493 	G	  8557	 0.028543 	    	16.0g	409.757	12	0	54	5	3	10	0
2894	2MASX J13173457+3338437	199.39414 	  33.64557 	G	 10860	 0.036226 	    	16.3g	409.762	7	0	30	2	2	6	0
2895	IC 3402	187.24717 	  28.86194 	G	  8019	 0.026748 	    	15.6g	409.820	39	0	24	5	5	5	0
2896	2MASX J12500194+3429040	192.50803 	  34.48418 	G	  6925	 0.023099 	    	15.8g	409.824	6	0	30	2	1	6	0
2897	2MASX J13204902+3306012	200.20426 	  33.10038 	G	 10396	 0.034677 	    	15.4g	409.873	14	0	30	3	6	6	0
2898	RCS 05100401923	202.09269 	  30.80315 	G	  6296	 0.021000 	PHOT	21.0R	409.904	1	0	0	0	1	0	0
2899	SDSS J125001.66+342910.2	192.50696 	  34.48618 	G	  6869	 0.022913 	    	17.7g	409.954	4	0	15	1	3	4	0
2900	2MASX J13193585+3319357	199.89924 	  33.32666 	G	 10864	 0.036238 	    	16.8g	409.957	12	0	26	3	5	6	0
2901	KUG 1257+350	194.91776 	  34.81378 	G	 10294	 0.034337 	    	16.1g	410.030	13	0	50	5	7	10	0
2902	SDSS J132142.60+325525.9	200.42751 	  32.92390 	G	 11518	 0.038421 	    	18.3g	410.051	6	0	39	4	1	8	0
2903	2MASX J13001592+3448489	195.06626 	  34.81350 	G	  8109	 0.027050 	    	16.7g	410.053	5	0	28	1	3	6	0
2904	2MASX J13193302+3320193	199.88736 	  33.33872 	G	 11445	 0.038177 	    	17.4g	410.132	8	0	26	2	3	6	0
2905	FGC 1601	200.25817 	  33.06422 	G	  7454	 0.024864 	    	17.2g	410.140	11	0	22	4	2	4	0
2906	SDSS J132956.56+294619.4	202.48569 	  29.77207 	G	  7803	 0.026028 	    	17.8g	410.172	11	1	47	3	3	8	0
2907	RCS 05110503096	202.31394 	  30.30214 	G	 10193	 0.034000 	PHOT	23.7R	410.184	1	0	0	0	1	0	0
2908	RCS 05100403879	202.13335 	  30.73121 	G	  6595	 0.022000 	PHOT	23.4R	410.208	1	0	0	0	1	0	0
2909	SDSS J133037.56+285437.6	202.65654 	  28.91044 	G	  7462	 0.024892 	    	16.6g	410.307	10	0	22	2	3	4	0
2910	SDSS J132118.84+330048.7	200.32854 	  33.01355 	G	 10517	 0.035082 	    	18.0g	410.387	5	0	41	3	1	8	0
2911	KUG 1323+321	201.39827 	  31.93025 	G	 11287	 0.037649 	    	16.0g	410.397	20	0	50	5	4	10	0
2912	2MFGC 10495	197.60150 	  21.57526 	G	  2583	 0.008616 	    	15.93	410.490	12	0	26	3	3	6	0
2913	GALEXASC J132025.38+331124.0  	200.10583 	  33.19006 	G	  5460	 0.018213 	    	19.62	410.524	2	0	6	2	0	0	0
2914	SDSS J132512.57+320312.1	201.30243 	  32.05336 	G	 11069	 0.036921 	    	17.8g	410.524	6	0	41	3	2	8	0
2915	2MASX J13145354+3400445	198.72306 	  34.01240 	G	 11195	 0.037342 	    	16.9g	410.591	6	0	30	2	3	6	0
2916	SDSS J125825.17+344901.7	194.60490 	  34.81717 	G	 10100	 0.033691 	    	16.6g	410.609	16	0	41	3	2	8	0
2917	2MASX J13135300+3407295	198.47094 	  34.12480 	G	 11191	 0.037329 	    	15.4g	410.630	15	0	26	4	5	6	0
2918	2MASX J13211122+3302563	200.29682 	  33.04904 	G	 11236	 0.037480 	    	17.3g	410.817	7	0	46	3	2	10	0
2919	UGC 08466	202.10717 	  30.81572 	G	  7352	 0.024524 	    	15.0g	410.883	44	2	71	7	8	14	0
2920	RCS 05010601634	202.42509 	  30.04653 	G	 10493	 0.035000 	PHOT	23.8R	411.252	1	0	0	0	1	0	0
2921	SDSS J130403.63+344628.8	196.01516 	  34.77469 	G	 10516	 0.035076 	    	17.4g	411.308	8	0	41	4	3	8	0
2922	SDSS J132020.00+331329.9	200.08337 	  33.22497 	G	 11005	 0.036709 	    	21.0g	411.342	1	0	15	1	0	4	0
2923	IC 3661	190.39886 	  22.49485 	G	  7077	 0.023605 	    	17.40	411.388	6	0	21	2	0	4	0
2924	RCS 05101004780	202.21470 	  30.61034 	G	  6895	 0.023000 	PHOT	23.3R	411.480	1	0	0	0	1	0	0
2925	SDSS J131508.25+340029.9	198.78439 	  34.00833 	G	 11194	 0.037339 	    	18.0g	411.876	5	0	21	2	3	4	0
2926	SDSS J131237.63+341624.3	198.15683 	  34.27342 	G	 11063	 0.036903 	    	18.83	411.892	5	0	21	2	3	4	0
2927	RCS 05110501171	202.32348 	  30.37332 	G	  8694	 0.029000 	PHOT	23.0R	411.994	1	0	0	0	1	0	0
2928	IC 3439	187.74780 	  25.56180 	G	  6685	 0.022300 	    	17.38	412.099	7	0	2	1	0	0	0
2929	UGC 08291	198.23298 	  21.78952 	G	  3149	 0.010504 	    	17.77	412.113	18	0	7	4	2	3	0
2930	2MASX J13200568+3317137	200.02354 	  33.28705 	G	 10267	 0.034246 	    	17.1g	412.175	7	0	50	3	2	10	0
2931	2MASX J13205403+3308213	200.22501 	  33.13912 	G	 10202	 0.034030 	    	17.0g	412.287	12	0	46	4	4	10	0
2932	SDSS J132954.06+262440.9	202.47525 	  26.41138 	G	  7249	 0.024181 	    	17.9g	412.401	3	0	15	1	0	4	2
2933	SDSS J132954.06+262441.0	202.47525 	  26.41139 	G	  7250	 0.024184 	    	17.9g	412.401	1	0	4	1	3	0	2
2934	KUG 1318+333	200.30477 	  33.07928 	G	 11144	 0.037172 	    	16.0g	412.407	14	0	50	5	4	10	0
2935	SDSS J125744.57+345022.4	194.43575 	  34.83959 	G	  4603	 0.015354 	    	17.1 	412.415	12	0	21	2	3	4	0
2936	SDSS J122908.61+265737.2	187.28590 	  26.96035 	G	  8530	 0.028452 	    	18.2g	412.486	6	0	17	2	3	4	0
2937	SDSS J131329.46+215036.9	198.37277 	  21.84359 	G	  6832	 0.022790 	    	17.60	412.548	7	0	21	2	0	4	0
2938	RCS 05100403959	202.18470 	  30.72831 	G	  5396	 0.018000 	PHOT	23.4R	412.601	1	0	0	0	1	0	0
2939	SDSS J131129.29+342328.1	197.87206 	  34.39116 	G	 10957	 0.036549 	    	18.3g	412.815	5	0	17	2	2	4	0
2940	SDSS J130935.43+343214.1	197.39763 	  34.53725 	G	 11148	 0.037186 	    	17.0g	412.934	7	0	6	3	3	0	0
2941	2MASX J13253832+3159397	201.40958 	  31.99408 	G	  7424	 0.024764 	    	17.3g	413.007	8	0	35	3	2	6	0
2942	SDSS J131950.49+332105.5	199.96043 	  33.35157 	G	 10964	 0.036571 	    	19.46	413.071	5	0	17	2	3	4	0
2943	2MASX J13301392+2639563	202.55807 	  26.66561 	G	  7463	 0.024894 	    	16.6g	413.075	10	0	30	4	1	6	0
2944	SDSS J132041.91+331147.2	200.17464 	  33.19646 	G	 10881	 0.036294 	    	18.1g	413.120	6	0	41	3	2	8	0
2945	KUG 1229+313	187.87875 	  31.07633 	G	 11316	 0.037745 	    	17.1g	413.148	11	1	19	5	4	2	1
2946	SDSS J132637.66+314000.4	201.65696 	  31.66681 	G	  5082	 0.016951 	    	16.7g	413.160	7	0	22	2	1	4	0
2947	SDSS J123348.40+241853.7	188.45165 	  24.31488 	G	  6601	 0.022018 	    	18.06	413.233	5	0	6	2	0	0	0
2948	2MASX J13304552+2718342	202.68971 	  27.30960 	G	  9186	 0.030641 	    	16.6g	413.260	6	0	26	2	0	6	0
2949	2MASX J13160446+3355199	199.01878 	  33.92220 	G	  7225	 0.024099 	    	16.6g	413.355	7	0	26	2	3	6	0
2950	2MASX J13112604+3424273	197.85841 	  34.40770 	G	 10930	 0.036460 	    	16.9g	413.482	6	0	26	2	3	6	0
2951	SDSS J132955.08+300111.6	202.47951 	  30.01991 	G	 10493	 0.035000 	PHOT	21.5g	413.548	1	0	23	2	1	4	0
2952	SDSS J131616.58+335401.5	199.06912 	  33.90044 	G	  9708	 0.032382 	    	17.8g	413.561	4	0	19	1	3	4	0
2953	CGCG 189-038	197.98948 	  34.36526 	G	  5015	 0.016728 	    	14.4g	413.607	24	0	33	6	8	10	0
2954	SDSS J130921.88+343352.9	197.34121 	  34.56472 	G	 11295	 0.037675 	    	17.7g	413.634	5	0	6	2	2	0	5
2955	UGC 08266	197.84432 	  34.41805 	G	 11045	 0.036842 	    	14.5g	413.799	30	0	38	9	7	11	0
2956	RCS 05010001419	202.37073 	  30.35030 	G	  9893	 0.033000 	PHOT	23.5R	413.879	1	0	0	0	1	0	0
2957	2MASX J13201561+3317509	200.06492 	  33.29753 	G	 10747	 0.035848 	    	16.5 	414.008	13	0	24	2	6	6	0
2958	SDSS J132820.28+305937.5	202.08453 	  30.99377 	G	  4934	 0.016457 	    	17.4g	414.053	6	0	38	3	1	8	0
2959	2MASX J13195675+3321207	199.98658 	  33.35573 	G	 10920	 0.036425 	    	16.0g	414.107	11	0	30	3	6	6	0
2960	2MFGC 10040	191.16974 	  34.07736 	G	 11648	 0.038853 	    	15.8g	414.172	12	0	54	5	4	10	0
2961	KUG 1316+338A	199.71812 	  33.54019 	G	 11392	 0.038000 	    	17.0g	414.279	10	0	21	4	4	4	0
2962	SDSS J132955.25+300347.8	202.48023 	  30.06330 	G	  5696	 0.019000 	PHOT	20.5g	414.281	1	0	23	2	1	4	0
2963	2MASX J13201082+3319069	200.04513 	  33.31858 	G	 10665	 0.035576 	    	17.5g	414.315	6	0	26	2	2	6	1
2964	SDSS J131154.74+342258.3	197.97808 	  34.38289 	G	 11493	 0.038335 	    	17.4g	414.362	6	0	6	2	3	0	0
2965	2MASX J13091968+3434507	197.33199 	  34.58096 	G	 10409	 0.034721 	    	15.7g	414.422	11	0	30	3	5	6	0
2966	SDSS J124329.94+335637.8	190.87479 	  33.94383 	G	  4284	 0.014290 	    	17.7g	414.629	6	0	10	3	3	0	0
2967	RCS 05100403207	202.21557 	  30.75564 	G	  3598	 0.012000 	PHOT	23.8R	414.689	1	0	0	0	1	0	0
2968	2MASX J13122948+3420176	198.12304 	  34.33823 	G	 11176	 0.037279 	    	15.9g	414.754	9	0	30	3	5	6	0
2969	2MASX J13201322+3319279	200.05499 	  33.32434 	G	 10598	 0.035351 	    	16.3 	414.899	8	0	30	2	2	6	1
2970	SDSS J131136.50+342511.2	197.90209 	  34.41980 	G	 10307	 0.034380 	    	17.7g	414.967	5	0	21	2	2	4	0
2971	SDSS J132828.48+305757.8	202.11868 	  30.96607 	G	 11075	 0.036941 	    	17.6g	414.984	6	0	41	3	2	8	0
2972	RCS 05000601440	202.34462 	  30.47640 	G	  8694	 0.029000 	PHOT	23.8R	415.036	1	0	0	0	1	0	0
2973	RCS 05100504814	202.25101 	  30.69506 	G	  6595	 0.022000 	PHOT	23.5R	415.052	1	0	0	0	1	0	0
2974	MRK 0444	192.17093 	  34.47761 	G	  4247	 0.014166 	    	15.0g	415.056	43	3	45	9	10	9	1
2975	RCS 05000601386	202.34885 	  30.47424 	G	  2698	 0.009000 	PHOT	23.5R	415.199	1	0	0	0	1	0	0
2976	RCS 05100504824	202.26009 	  30.69489 	G	  4197	 0.014000 	PHOT	23.9R	415.485	1	0	0	0	1	0	0
2977	SDSS J130713.74+344325.1	196.80727 	  34.72365 	G	 11144	 0.037173 	    	18.1g	415.633	5	0	21	2	2	4	0
2978	RCS 05100505724	202.27863 	  30.66676 	G	  2998	 0.010000 	PHOT	22.3R	415.769	1	0	0	0	1	0	0
2979	SDSS J122827.61+284024.4	187.11508 	  28.67344 	G	  4451	 0.014848 	    	16.1g	415.813	5	0	0	0	3	0	0
2980	UGC 07597	187.11462 	  28.67447 	G	  4458	 0.014870 	    	16.0 	415.842	18	1	10	2	1	7	0
2981	RCS 05100401184	202.20333 	  30.83249 	G	  6895	 0.023000 	PHOT	23.6R	415.844	1	0	0	0	1	0	0
2982	2MASX J13201816+3319529	200.07583 	  33.33130 	G	  7996	 0.026671 	    	16.8g	415.898	7	0	30	2	2	6	1
2983	CGCG 189-053	200.13275 	  33.29159 	G	 10654	 0.035538 	    	14.5g	415.978	27	0	51	7	7	12	0
2984	SDSS J130221.13+210416.4	195.58846 	  21.07090 	G	  6423	 0.021426 	    	17.91	416.006	6	0	6	2	0	0	0
2985	IC 3421	187.41080 	  26.23062 	G	  6830	 0.022782 	    	15.6g	416.041	16	0	27	3	4	8	0
2986	2MASX J12415306+2220554	190.47109 	  22.34881 	G	  6968	 0.023243 	    	17.46	416.213	6	0	30	3	0	6	0
2987	SDSS J130656.21+211342.2	196.73421 	  21.22814 	G	  2659	 0.008870 	    	17.68	416.619	8	0	6	3	1	0	2
2988	2MASX J13153769+3402314	198.90686 	  34.04210 	G	 10205	 0.034040 	    	15.7g	416.671	11	0	28	2	5	6	0
2989	SDSS J131149.18+213519.9	197.95499 	  21.58888 	G	  2711	 0.009042 	    	18.42	416.888	6	0	21	3	1	4	0
2990	2MASX J13122431+3423155	198.10114 	  34.38758 	G	 11172	 0.037266 	    	15.4g	417.025	14	0	30	4	5	6	0
2991	CGCG 189-059	200.66831 	  32.88966 	G	 10757	 0.035881 	    	15.3g	417.325	20	0	55	7	5	11	0
2992	SDSS J123914.75+332127.6	189.81149 	  33.35769 	G	  6715	 0.022398 	    	17.2g	417.512	5	0	39	2	2	8	0
2993	2MASX J13200994+3323409	200.04131 	  33.39464 	G	 10859	 0.036222 	    	15.9g	417.660	13	0	28	2	6	6	0
2994	2MASX J13184107+3338282	199.67127 	  33.64110 	G	 10640	 0.035491 	    	16.7 	417.681	8	0	26	2	3	6	0
2995	IC 3472	188.07825 	  24.72825 	G	  6907	 0.023039 	    	16.7g	417.691	12	0	17	3	1	4	0
2996	SDSS J133013.63+262021.8	202.55684 	  26.33939 	G	  7394	 0.024664 	    	18.72	417.761	6	0	21	2	3	4	0
2997	SDSS J131553.56+340158.8	198.97321 	  34.03302 	G	 11207	 0.037382 	    	17.1g	417.876	6	0	21	2	3	4	0
2998	MCG +06-29-011	195.07492 	  34.94403 	G	  8041	 0.026822 	    	15.8g	417.890	13	0	15	2	4	4	0
2999	SDSS J133109.06+271851.4	202.78759 	  27.31419 	G	  9103	 0.030364 	    	18.93	418.400	4	0	4	1	1	0	0
3000	SDSS J132249.87+325256.6	200.70782 	  32.88242 	G	 10835	 0.036142 	    	18.0g	418.476	5	0	41	3	2	8	0
3001	SDSS J132817.40+311130.4	202.07250 	  31.19178 	G	 11284	 0.037638 	    	16.9g	418.486	9	0	22	3	3	4	0
3002	SDSS J133029.63+263052.4	202.62346 	  26.51458 	G	  7563	 0.025227 	    	17.4g	418.575	6	0	6	2	4	0	0
3003	SDSS J125500.80+345253.3	193.75337 	  34.88149 	G	  6712	 0.022390 	    	16.6g	418.585	9	0	21	2	2	4	0
3004	KUG 1239+341	190.57533 	  33.86508 	G	  4208	 0.014036 	    	15.9g	418.672	14	1	35	4	2	6	0
3005	2MASX J13202655+3322059	200.11078 	  33.36844 	G	 11761	 0.039230 	    	16.9g	418.729	7	0	30	2	2	6	0
3006	RCS 05010701291	202.58318 	  30.02761 	G	  5696	 0.019000 	PHOT	23.8R	418.865	1	0	0	0	1	0	0
3007	SDSS J132816.83+311248.6	202.07016 	  31.21351 	G	  7131	 0.023786 	    	17.8g	418.943	7	0	41	3	2	8	0
3008	2MASX J13173503+3349527	199.39604 	  33.83128 	G	 11333	 0.037803 	    	16.24	418.978	11	0	28	3	5	6	0
3009	2MFGC 10429	196.63840 	  34.81533 	G	 11108	 0.037052 	    	15.6g	419.114	12	0	34	4	4	6	0
3010	2MASX J13191328+3335174	199.80540 	  33.58822 	G	 10544	 0.035171 	    	15.7g	419.229	15	0	32	5	6	6	1
3011	SDSS J132136.57+330937.8	200.40241 	  33.16053 	G	 10978	 0.036620 	    	18.1g	419.321	5	0	37	3	1	8	0
3012	2MASX J12285089+2642006	187.21218 	  26.70012 	G	  6640	 0.022147 	    	16.5g	419.417	6	0	26	2	3	6	0
3013	RCS 05010703295	202.56180 	  30.13828 	G	 10793	 0.036000 	PHOT	23.8R	419.586	1	0	0	0	1	0	0
3014	RCS 05010702883	202.56943 	  30.11528 	G	  7495	 0.025000 	PHOT	23.1R	419.586	1	0	0	0	1	0	0
3015	RCS 05000005038	202.36368 	  30.65403 	G	 10793	 0.036000 	PHOT	23.9R	419.602	1	0	0	0	1	0	0
3016	2MASX J13164625+3357195	199.19261 	  33.95551 	G	 11288	 0.037653 	    	17.0g	419.632	6	0	26	2	3	6	0
3017	RCS 05000602435	202.41648 	  30.53217 	G	 10493	 0.035000 	PHOT	23.7R	419.652	1	0	0	0	1	0	0
3018	2MASX J13213941+2300558	200.41422 	  23.01571 	G	  9496	 0.031676 	    	16.8g	419.742	6	0	29	2	0	6	0
3019	SDSS J131533.86+340633.4	198.89111 	  34.10931 	G	 11437	 0.038151 	    	17.7g	419.768	5	0	21	2	3	4	0
3020	KUG 1242+345	191.29175 	  34.23758 	G	 11561	 0.038564 	    	16.2g	419.770	10	1	19	4	3	2	0
3021	SDSS J132939.13+254751.1	202.41307 	  25.79754 	G	  7427	 0.024774 	    	     	420.197	6	0	4	1	1	0	0
3022	UGC 08497	202.60990 	  30.02902 	G	 11177	 0.037282 	    	15.1g	420.227	34	1	65	9	7	15	0
3023	SDSS J132834.53+310752.8	202.14392 	  31.13136 	G	  4968	 0.016571 	    	17.8g	420.255	5	0	26	3	1	4	0
3024	SDSS J131737.84+335115.6	199.40770 	  33.85436 	G	  7225	 0.024099 	    	17.4g	420.449	5	0	21	2	3	4	0
3025	RCS 05000604021	202.40042 	  30.60996 	G	  8994	 0.030000 	PHOT	23.6R	420.457	1	0	0	0	1	0	0
3026	RCS 05000004691	202.37727 	  30.66773 	G	  5696	 0.019000 	PHOT	22.2R	420.548	1	0	0	0	1	0	0
3027	SDSS J124918.92+343722.2	192.32888 	  34.62283 	G	  4242	 0.014150 	    	18.1g	420.561	5	0	6	2	3	0	0
3028	2MASX J13174618+3350157	199.44244 	  33.83757 	G	 11156	 0.037212 	    	15.9g	420.595	12	0	28	3	5	6	1
3029	SDSS J131751.47+334934.5	199.46449 	  33.82626 	G	 10632	 0.035466 	    	17.8g	420.661	5	0	21	2	3	4	0
3030	RCS 05000700686	202.47180 	  30.45093 	G	  8694	 0.029000 	PHOT	23.9R	420.755	1	0	0	0	1	0	0
3031	UGC 08409	200.75358 	  23.30636 	G	  2805	 0.009356 	    	14.8 	420.798	42	1	40	3	5	8	0
3032	KUG 1314+341	199.27295 	  33.93600 	G	 11092	 0.037000 	    	16.6g	420.810	9	0	30	3	3	6	0
3033	2MASX J12285347+2950266	187.22280 	  29.84076 	G	  8103	 0.027028 	    	18.12	420.827	8	0	30	3	3	6	0
3034	ARK 411	199.20096 	  33.97888 	G	 11189	 0.037322 	    	14.8g	421.038	20	1	29	7	6	7	1
3035	2MASX J12511983+2113481	192.83270 	  21.23011 	G	  6962	 0.023223 	    	17.91	421.112	7	0	30	3	0	6	0
3036	MCG +06-29-070	199.05031 	  34.06302 	G	  9462	 0.031562 	    	15.4g	421.390	13	0	34	3	4	8	0
3037	RCS 05010801839	202.62527 	  30.06123 	G	  3598	 0.012000 	PHOT	23.0R	421.504	1	0	0	0	1	0	0
3038	SDSS J130838.73+344453.7	197.16140 	  34.74827 	G	 10974	 0.036606 	    	18.0g	421.566	5	0	21	2	3	4	0
3039	SDSS J132830.36+311257.4	202.12654 	  31.21597 	G	  9120	 0.030421 	    	17.1g	421.615	7	0	26	3	2	4	0
3040	2MASX J13214597+3310581	200.44158 	  33.18282 	G	 11249	 0.037523 	    	15.9g	421.647	13	0	46	4	5	10	0
3041	SDSS J132228.84+330219.9	200.62017 	  33.03889 	G	 11198	 0.037353 	    	18.1g	421.796	5	0	26	3	2	4	0
3042	SDSS J130257.04+345841.3	195.73768 	  34.97816 	G	 11264	 0.037571 	    	18.1g	421.815	5	0	37	3	2	8	2
3043	KUG 1328+267	202.68918 	  26.52160 	G	  7414	 0.024730 	    	15.7 	421.901	24	0	31	5	2	6	1
3044	SDSS J124537.01+341941.9	191.40424 	  34.32833 	G	 11745	 0.039177 	    	17.4g	422.087	5	0	45	4	2	8	0
3045	KUG 1315+340A	199.51150 	  33.83103 	G	 11129	 0.037124 	    	16.6g	422.235	11	0	11	3	4	2	0
3046	KUG 1315+340B	199.52257 	  33.82716 	G	 10343	 0.034500 	    	15.9g	422.362	13	0	32	4	0	6	1
3047	ARK 415	200.26089 	  33.33950 	G	 10880	 0.036292 	    	15.0g	422.394	30	1	52	10	8	11	0
3048	SDSS J132015.31+332858.2	200.06382 	  33.48285 	G	 10617	 0.035414 	    	18.3g	422.434	5	0	21	2	2	4	0
3049	2MASX J13244508+3231001	201.18781 	  32.51686 	G	  7299	 0.024348 	    	16.1g	422.484	9	0	50	3	2	10	0
